"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",11.8,,
"ITE4","Lazio","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",18.3,,
"ITE4","Lazio","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",23.7,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",53,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",57,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",60,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",81,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",68,,
"6","fino a 2.000 ab.","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",60,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",160,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",126,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",131,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",116,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",117,,
"ITC4","Lombardia","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",106,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",84.4,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",87.6,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",94.8,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",79.7,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",88.4,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",89,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",62.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",53.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",56.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",50.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",50.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",58.9,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",50.8,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",52.4,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",49.5,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",49.6,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",49.2,,
"ITCD","Nord","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",48.6,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",50,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",43,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",44,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",52,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",59,,
"ITE4","Lazio","0_SANFAC_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",43,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",43,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",30,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",34,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",42,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",30,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",40,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",32.3,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",29,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",27.6,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",21.4,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",24.3,,
"ITC","Nord-ovest","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",24.9,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",352,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",368,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",342,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",328,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",397,,
"ITFG","Mezzogiorno","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",372,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",66,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",98,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",85,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",86,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",90,,
"ITF","Sud","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",111,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",13.9,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",19.2,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",16.9,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",15.8,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",15.4,,
"ITFG","Mezzogiorno","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",17,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",33.2,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",25.3,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",23.8,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",25.5,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",30.9,,
"ITE4","Lazio","0_SANFAC_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",28,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",72.3,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",67.4,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",60.2,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",67,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",63.1,,
"ITF6","Calabria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",76.6,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",300,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",307,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",318,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",349,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",336,,
"ITE","Centro","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",309,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",424,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",406,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",477,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",472,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",462,,
"ITC","Nord-ovest","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",432,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",187,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",185,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",166,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",190,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",162,,
"8","10.001 - 50.000 ab.","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",167,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",41.9,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",46.1,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",38.7,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",28.9,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",39.6,,
"ITE3","Marche","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",44.8,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",50.8,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",39.6,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",46.9,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",44.2,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",54.2,,
"ITC3","Liguria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",42.6,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",88.9,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",94.9,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",93.1,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",91.3,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",90.8,,
"ITD4","Friuli-Venezia Giulia","0_MED_CAREQ","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",94.1,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",14,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",14,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",23,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",12,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",8,,
"ITF3","Campania","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",20,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",23,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",24,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",23,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",30,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",25,,
"ITE2","Umbria","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",23,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",60.3,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",44.2,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",55.8,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",56,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",41.5,,
"ITE2","Umbria","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",48.8,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",10,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",8,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",4,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",10,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",12,,
"ITD4","Friuli-Venezia Giulia","0_HFOOD_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",9,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",5.2,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",6.3,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",10,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",11.6,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",8.8,,
"ITF4","Puglia","0_HFOOD_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",13.6,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",172,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",145,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",165,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",157,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",131,,
"ITC4","Lombardia","0_NURS_V","molto ","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",127,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",50.3,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",34.6,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",31.1,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",29.2,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",36.7,,
"3","periferia area metropolitana","0_MED_CAREV","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",31.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_HFOOD_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",2,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",113,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",148,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",135,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",139,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",123,,
"ITD5","Emilia-Romagna","0_MED_CAREQ","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",122,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",47.3,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",59.9,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",51.4,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",51.5,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",50.4,,
"ITD5","Emilia-Romagna","0_NURS_V","molto ","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",52.6,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",59.9,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",77.9,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",73.2,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",56.9,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",71.1,,
"ITE3","Marche","0_HFOOD_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",78.7,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2014","2014",94.6,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2015","2015",82.6,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2016","2016",75.1,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2017","2017",91.8,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2018","2018",89.5,,
"ITE2","Umbria","0_SANFAC_Q","molto e abbastanza","HSC","per 100 persone con le stesse caratteristiche","Y_GE0","0 anni e più","2019","2019",82.1,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",223,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2015","2015",257,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2016","2016",267,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2017","2017",254,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2018","2018",271,,
"2","centro area metropolitana","0_NURS_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2019","2019",266,,
"ITE3","Marche","0_SANFAC_Q","molto e abbastanza","THV","valori in migliaia","Y_GE0","0 anni e più","2014","2014",41,,
