"ITTER107","Territorio","TIPO_DATO14","Tipo dato","ISTITUTO_SAN","Tipo di istituto","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF6","Calabria","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",305673,,
"ITF6","Calabria","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",337046,,
"ITF6","Calabria","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",337872,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",35457,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",28652,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",25209,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",20177,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",22787,,
"ITF6","Calabria","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",23398,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",15563,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",13462,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",11166,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",8136,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",8930,,
"ITF6","Calabria","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",8996,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",7.91,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",6.82,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",5.67,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",4.15,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",4.58,,
"ITF6","Calabria","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",4.73,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",70,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",70,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",66,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",67,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",67,,
"ITG","Isole","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",66,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",1212729,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",1197787,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",1167231,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",1093897,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",1086302,,
"ITG","Isole","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",1164937,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",96734,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",89733,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",87504,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",84218,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",79187,,
"ITG","Isole","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",89745,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",48978,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",44750,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",43927,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",41641,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",42115,,
"ITG","Isole","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",44103,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",7.29,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",6.64,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",6.54,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",6.22,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",6.33,,
"ITG","Isole","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",6.78,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",60,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",60,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",59,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",59,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",59,,
"ITG1","Sicilia","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",59,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",1047929,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",1034303,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",1016758,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",946555,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",944737,,
"ITG1","Sicilia","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",1036125,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",80815,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",75625,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",73321,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",70908,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",65802,,
"ITG1","Sicilia","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",77730,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",34580,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",31746,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",31241,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",29984,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",29942,,
"ITG1","Sicilia","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",33055,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",6.83,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",6.25,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",6.17,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",5.95,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",5.97,,
"ITG1","Sicilia","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",6.76,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",10,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",10,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",7,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",8,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",8,,
"ITG2","Sardegna","18","istituti di cura","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",7,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",164800,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",163484,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",150473,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",147342,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",141565,,
"ITG2","Sardegna","25","giornate di degenza in regime ordinario","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",128812,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",15919,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",14108,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",14183,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",13310,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",13385,,
"ITG2","Sardegna","30","giornate di presenza in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",12015,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",14398,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",13004,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",12686,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",11657,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",12173,,
"ITG2","Sardegna","118","dimissioni in day hospital","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",11048,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2014","2014",8.7,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2015","2015",7.83,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2016","2016",7.66,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2017","2017",7.06,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2018","2018",7.41,,
"ITG2","Sardegna","119","dimissioni in day hospital per 1.000 abitanti","PRVHOSPNHS","casa di cura privata accreditata","2019","2019",6.83,,
"IT","Italia","18","istituti di cura","TOT","totale","2014","2014",1118,,
"IT","Italia","18","istituti di cura","TOT","totale","2015","2015",1107,,
"IT","Italia","18","istituti di cura","TOT","totale","2016","2016",1092,,
"IT","Italia","18","istituti di cura","TOT","totale","2017","2017",1055,,
"IT","Italia","18","istituti di cura","TOT","totale","2018","2018",1048,,
"IT","Italia","18","istituti di cura","TOT","totale","2019","2019",1045,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2014","2014",55405988,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2015","2015",55132548,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2016","2016",54199763,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2017","2017",53718049,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2018","2018",53470106,,
"IT","Italia","25","giornate di degenza in regime ordinario","TOT","totale","2019","2019",52778965,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2014","2014",6530988,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2015","2015",6194529,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2016","2016",5820464,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2017","2017",5122494,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2018","2018",4978447,,
"IT","Italia","30","giornate di presenza in day hospital","TOT","totale","2019","2019",4868472,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2014","2014",2223190,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2015","2015",2093926,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2016","2016",1975804,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2017","2017",1847014,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2018","2018",1792497,,
"IT","Italia","118","dimissioni in day hospital","TOT","totale","2019","2019",1772181,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2014","2014",36.67,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2015","2015",34.48,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2016","2016",32.59,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2017","2017",30.51,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2018","2018",29.67,,
"IT","Italia","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2019","2019",29.67,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2014","2014",455,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2015","2015",446,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2016","2016",445,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2017","2017",423,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2018","2018",420,,
"ITCD","Nord","18","istituti di cura","TOT","totale","2019","2019",417,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2014","2014",28274373,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2015","2015",28307728,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2016","2016",27981898,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2017","2017",27760529,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2018","2018",27780084,,
"ITCD","Nord","25","giornate di degenza in regime ordinario","TOT","totale","2019","2019",27705038,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2014","2014",2377139,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2015","2015",2322109,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2016","2016",2204689,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2017","2017",1687418,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2018","2018",1630569,,
"ITCD","Nord","30","giornate di presenza in day hospital","TOT","totale","2019","2019",1653123,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2014","2014",871832,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2015","2015",844789,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2016","2016",811997,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2017","2017",735979,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2018","2018",729593,,
"ITCD","Nord","118","dimissioni in day hospital","TOT","totale","2019","2019",767519,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2014","2014",31.42,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2015","2015",30.41,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2016","2016",29.26,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2017","2017",26.53,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2018","2018",26.3,,
"ITCD","Nord","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2019","2019",27.79,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2014","2014",286,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2015","2015",281,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2016","2016",280,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2017","2017",274,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2018","2018",272,,
"ITC","Nord-ovest","18","istituti di cura","TOT","totale","2019","2019",272,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2014","2014",16405149,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2015","2015",16447209,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2016","2016",16158398,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2017","2017",16077491,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2018","2018",16028879,,
"ITC","Nord-ovest","25","giornate di degenza in regime ordinario","TOT","totale","2019","2019",15905060,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2014","2014",982698,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2015","2015",944063,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2016","2016",932930,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2017","2017",891083,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2018","2018",879279,,
"ITC","Nord-ovest","30","giornate di presenza in day hospital","TOT","totale","2019","2019",920432,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2014","2014",465789,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2015","2015",451530,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2016","2016",447255,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2017","2017",423631,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2018","2018",421374,,
"ITC","Nord-ovest","118","dimissioni in day hospital","TOT","totale","2019","2019",454516,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2014","2014",28.92,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2015","2015",28,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2016","2016",27.77,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2017","2017",26.31,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2018","2018",26.18,,
"ITC","Nord-ovest","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2019","2019",28.42,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2014","2014",75,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2015","2015",75,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2016","2016",75,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2017","2017",74,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2018","2018",73,,
"ITC1","Piemonte","18","istituti di cura","TOT","totale","2019","2019",73,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2014","2014",4473669,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2015","2015",4481917,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2016","2016",4340070,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2017","2017",4284091,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2018","2018",4319378,,
"ITC1","Piemonte","25","giornate di degenza in regime ordinario","TOT","totale","2019","2019",4331194,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2014","2014",327604,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2015","2015",293254,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2016","2016",283265,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2017","2017",287477,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2018","2018",287009,,
"ITC1","Piemonte","30","giornate di presenza in day hospital","TOT","totale","2019","2019",294646,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2014","2014",137751,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2015","2015",129222,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2016","2016",125197,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2017","2017",121418,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2018","2018",121177,,
"ITC1","Piemonte","118","dimissioni in day hospital","TOT","totale","2019","2019",122507,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2014","2014",31.32,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2015","2015",29.27,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2016","2016",28.46,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2017","2017",27.69,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2018","2018",27.75,,
"ITC1","Piemonte","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2019","2019",28.36,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2014","2014",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2015","2015",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2016","2016",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2017","2017",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","18","istituti di cura","TOT","totale","2019","2019",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2014","2014",131805,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2015","2015",133722,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2016","2016",125317,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2017","2017",125708,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2018","2018",127942,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","25","giornate di degenza in regime ordinario","TOT","totale","2019","2019",129165,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2014","2014",18681,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2015","2015",20091,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2016","2016",16729,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2017","2017",16476,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2018","2018",16219,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","30","giornate di presenza in day hospital","TOT","totale","2019","2019",16786,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2014","2014",7176,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2015","2015",7362,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2016","2016",6060,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2017","2017",5657,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2018","2018",5594,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","118","dimissioni in day hospital","TOT","totale","2019","2019",5178,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2014","2014",56.46,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2015","2015",57.6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2016","2016",47.68,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2017","2017",44.7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2018","2018",44.42,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","119","dimissioni in day hospital per 1.000 abitanti","TOT","totale","2019","2019",41.31,,
